"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de mise à jour de la fiche installation"
"Espace Sportif Alexandre Guyodo","441840068","Saint-Nazaire","44184","44600","","","Rue Guy de Maupassant","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","6","1","Non","Non","Oui","Non","Non","Non","Non","1","1",""
"Ecole Michelet","441840069","Saint-Nazaire","44184","44600","","","Rue de Châteaubriant","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1",""
"Lycee Aristide Briant","441840070","Saint-Nazaire","44184","44600","","8","Avenue Pierre de Coubertin","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2",""
"Lycee Hôtelier Sainte Anne","441840071","Saint-Nazaire","44184","44600","","250","Boulevard Laënnec","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-05-14"
"Parc Paysager","441840072","Saint-Nazaire","44184","44600","","","Avenue Léo Lagrange","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Non","Non","Oui","Non","Non","Non","Non","3","3",""
"Tennis Coubertin","441840073","Saint-Nazaire","44184","44600","","","Avenue Pierre de Coubertin","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Sans logement de gardien","Non","","","Non","Non","Oui","Non","Non","Non","Non","15","3",""
"Ecole Jules Ferry ( Primaire )","441840074","Saint-Nazaire","44184","44600","","","Rue Honoré de Mirabeau","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1",""
"Stade Lemoine","441840075","Saint-Nazaire","44184","44600","","","Rue Albert Thomas","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3",""
"Boulodrome de Mean","441840076","Saint-Nazaire","44184","44600","","","Quai du port de Méan","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Non","Non","Oui","Non","Non","Non","Non","2","2",""
"Plage de Porce","441840077","Saint-Nazaire","44184","44600","","","Chemin de Porcé","[ 47.278984 , -2.210437]","-2.210437","47.278984","Oui","Non","Non","","Non","Non","12","1","Non","Non","Oui","Non","Non","Non","Non","1","1",""
"Plage de la Courance (St Marc/Mer )","441840078","Saint-Nazaire","44184","44600","","","Route du Fort de l'Eve","[ 47.278984 , -2.210437]","-2.210437","47.278984","Oui","Non","Non","","Non","Non","100","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-16"
"Plage des Jaunais (St Marc/Mer )","441840079","Saint-Nazaire","44184","44600","","","Route de l'Océan","[ 47.278984 , -2.210437]","-2.210437","47.278984","Oui","Non","Non","","Non","Non","","","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-16"
"Plage de M.Hulot ( St Marc/Mer)","441840080","Saint-Nazaire","44184","44600","","","Rue du commandant Charcot","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Non","Non","","","Non","Non","Oui","Non","Non","Non","Non","1","1",""
"Port de Mean","441840081","Saint-Nazaire","44184","44600","","","Quai du port de Méan","[ 47.278984 , -2.210437]","-2.210437","47.278984","Oui","Non","Non","","Non","Non","","","Non","Non","Oui","Non","Non","Non","Non","1","1",""
"Lycee Professionnel Jean Brossaud","441840082","Saint-Nazaire","44184","44600","","10","Avenue Pierre de Coubertin","[ 47.278984 , -2.210437]","-2.210437","47.278984","Non","Oui","Non","","Sans logement de gardien","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","6","6",""
"Complexe Sportif","441850001","Saint-Nicolas-de-Redon","44185","44460","","","Rue du Parc des Sports","[ 47.644004 , -2.067088]","-2.067088","47.644004","Non","Oui","Non","","Non","Non","30","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","7","7","2011-03-28"
"Cavadom","441850002","Saint-Nicolas-de-Redon","44185","44460","La Bodinais","3","","[ 47.644004 , -2.067088]","-2.067088","47.644004","Oui","Non","Non","","Non","Non","5","0","Non","Non","Non","Non","Non","Non","Non","2","2","2011-11-09"
"Nautique Vilaine Club Etang Aume","441850003","Saint-Nicolas-de-Redon","44185","44460","","","Etang d'Aumée","[ 47.644004 , -2.067088]","-2.067088","47.644004","Oui","Non","Non","","Non","Oui","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-05-24"
"Circuits de Randonnees","441850004","Saint-Nicolas-de-Redon","44185","44460","","","","[ 47.644004 , -2.067088]","-2.067088","47.644004","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","2","2","2011-03-28"
"Complexe Sportif Gauvrit","441860001","Sainte-Pazanne","44186","44680","","","Avenue des Sports","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","300","1","Complexe sportif","Non","Oui","Non","Oui","Non","Non","9","8","2011-04-11"
"Terrain Stabilise","441860002","Sainte-Pazanne","44186","44680","","","Allée de l'Escale","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","300","4","Non","Non","Non","Non","Oui","Non","Non","1","1","2011-04-11"
"Circuits de Randonnee","441860003","Sainte-Pazanne","44186","44680","","","","[ 47.102143 , -1.811466]","-1.811466","47.102143","Oui","Non","Non","","Non","Non","300","4","Non","Non","Oui","Non","Oui","Non","Non","3","3","2013-09-26"
"Le Port Faissant","441860004","Sainte-Pazanne","44186","44680","le Port Faissant","","D 61","[ 47.102143 , -1.811466]","-1.811466","47.102143","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2013-09-26"
"Groupe Scolaire Maurice Pigeon","441860005","Sainte-Pazanne","44186","44680","","","allée de l'escale","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","37","2","Etablissement scolaire","Non","Oui","Non","Oui","Non","Non","3","3","2011-04-11"
"Maison de L'Enfance Thebaudeau","441860006","Sainte-Pazanne","44186","44680","","","rue Françoise Dolto","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Sans logement de gardien","Non","26","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-04-11"
"Etang de la Beusse","441860008","Sainte-Pazanne","44186","44680","La Beusse","","","[ 47.102143 , -1.811466]","-1.811466","47.102143","Oui","Non","Non","","Non","Non","40","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-04-11"
"Aire de Jeux","441860009","Sainte-Pazanne","44186","44680","","","Allée de l'Escale","[ 47.102143 , -1.811466]","-1.811466","47.102143","Oui","Non","Non","10200","Non","Non","120","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2013-09-26"
"Billard Club","441860010","Sainte-Pazanne","44186","44680","","","avenue du Général de Gaulle","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","40","0","Non","Non","Oui","Non","Oui","Non","Non","1","1","2013-09-26"
"Terrain de Bosses","441860011","Sainte-Pazanne","44186","44680","","","chemin de Saint Julien","[ 47.102143 , -1.811466]","-1.811466","47.102143","Oui","Non","Non","1500","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-04-11"
"Salle de L'Escale","441860012","Sainte-Pazanne","44186","44680","","","Allée de l'escale","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","120","2","Non","Non","Oui","Non","Oui","Non","Non","1","1","2013-09-26"
"Village Equestre de la Bazonniere","441860013","Sainte-Pazanne","44186","44680","La petite Bazonnière","","","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Avec logement de gardien","Non","50","0","Non","Non","Non","Non","Non","Non","Non","6","6","2011-10-04"
"Terrain Multisport","441860014","Sainte-Pazanne","44186","","Site de l'escale de Retz","","","[ 47.102143 , -1.811466]","-1.811466","47.102143","Non","Oui","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1",""
"Complexe Sportif","441870001","Saint-Père-en-Retz","44187","44320","","","Rue du Grand Fay","[ 47.20608 , -2.045581]","-2.045581","47.20608","Non","Oui","Non","","Non","Non","50","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","8","8","2013-09-26"
"Stade des Ilettes","441870002","Saint-Père-en-Retz","44187","44320","","","Les Islettes","[ 47.20608 , -2.045581]","-2.045581","47.20608","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-10-17"
"Centre de Formation Mfr","441870003","Saint-Père-en-Retz","44187","44320","","20","Rue Prieuré","[ 47.20608 , -2.045581]","-2.045581","47.20608","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-10-17"
"Plan D'Eau","441870007","Saint-Père-en-Retz","44187","44320","le petit fay","","","[ 47.20608 , -2.045581]","-2.045581","47.20608","Oui","Non","Non","67000","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-10-17"
"Circuits de Randonnees","441870008","Saint-Père-en-Retz","44187","44320","","","place de l'eglise","[ 47.20608 , -2.045581]","-2.045581","47.20608","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2011-10-17"
"Boulodrome","441870009","Saint-Père-en-Retz","44187","44320","","1","rue de la Gare","[ 47.20608 , -2.045581]","-2.045581","47.20608","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","2","2","2011-10-17"
"Centre Equestre de la Cote de Jade","441870010","Saint-Père-en-Retz","44187","44320","La Noe du Sud","","","[ 47.20608 , -2.045581]","-2.045581","47.20608","Non","Oui","Non","","Non","Non","30","0","Non","Non","Non","Non","Non","Non","Non","3","3","2012-12-10"
"Salle Municipale","441870011","Saint-Père-en-Retz","44187","44320","","1","rue de Paimboeuf","[ 47.20608 , -2.045581]","-2.045581","47.20608","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-10-17"
"Lycee Technologique de la Motte","441870012","Saint-Père-en-Retz","44187","44320","","","place de la Motte","[ 47.20608 , -2.045581]","-2.045581","47.20608","Non","Oui","Non","","Avec logement de gardien","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-10-17"
"Complexe Sportif","441880001","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Allée des Chevrets","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","153000","Sans logement de gardien","Non","140","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","19","18","2011-05-06"
"Parc de Loisirs de la Boulogne","441880002","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Avenue de Nantes","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","200000","Non","Non","180","0","Base de plein air et/ou de loisirs","Non","Oui","Non","Non","Non","Non","6","6","2011-05-06"
"Earl du Manoir","441880003","Saint-Philbert-de-Grand-Lieu","44188","44310","La Batarderie","4","","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Oui","","Avec logement de gardien","Non","40","0","Non","Non","Non","Non","Non","Non","Non","6","5","2013-03-12 08:19:40.100000000"
"Atlanta Gym","441880004","Saint-Philbert-de-Grand-Lieu","44188","44310","","","rue des marais","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","15","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2011-05-06"
"Circuits de Randonnee","441880005","Saint-Philbert-de-Grand-Lieu","44188","44310","","","","[ 47.034331 , -1.640213]","-1.640213","47.034331","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","5","5","2011-05-06"
"Centre Aquatique le Grand 9","441880006","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Rue de l'Hommée","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","100","2","Piscine","Non","Oui","Non","Non","Non","Non","3","3","2012-05-11"
"College Lamoriciere","441880007","Saint-Philbert-de-Grand-Lieu","44188","44310","","32","rue Félix Platel","[ 47.034331 , -1.640213]","-1.640213","47.034331","Oui","Non","Non","","Non","Non","80","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","3","2","2011-05-06"
"Boucles de Randonnees Vtt","441880008","Saint-Philbert-de-Grand-Lieu","44188","44310","( centre de secours )","","Rue de Joinville","[ 47.034331 , -1.640213]","-1.640213","47.034331","Oui","Non","Non","","Non","Oui","0","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2011-05-06"
"Quai Rue du Port","441880009","Saint-Philbert-de-Grand-Lieu","44188","44310","","","rue du Port","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-06-06"
"College Condorcet","441880010","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Rue Joinville","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","","","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-05-06"
"Ecole Maternelle Jean Rostand","441880011","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Avenue Lamoricière","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","35","2","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-05-09"
"Ecole Jacqueline Auriol","441880012","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Rue de l'Hommée","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","42","1","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-06-06"
"Ponton de Peche","441880013","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Rue de l'abreuvoir","[ 47.034331 , -1.640213]","-1.640213","47.034331","Non","Oui","Non","","Non","Non","3","1","Non","Non","Non","Non","Non","Non","Non","1","1","2011-06-06"
"Plan D'Eau de la Salle du Marais","441880014","Saint-Philbert-de-Grand-Lieu","44188","44310","","","Allée des chevrets","[ 47.034331 , -1.640213]","-1.640213","47.034331","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1",""
"Complexe Sportif","441890001","Sainte-Reine-de-Bretagne","44189","44160","","","Rue du Stade","[ 47.439974 , -2.194964]","-2.194964","47.439974","Non","Oui","Non","","Non","Non","50","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","7","6","2014-06-27"
"Parc de Loisirs Les Trous A Teneau","441890003","Sainte-Reine-de-Bretagne","44189","44160","","","rue Jean Gouray","[ 47.439974 , -2.194964]","-2.194964","47.439974","Oui","Non","Non","","Non","Non","30","1","Non","Non","Non","Non","Non","Non","Non","3","3","2014-06-03"
"Salle Polyvalente","441890004","Sainte-Reine-de-Bretagne","44189","44160","","","Rue du père de Monfort","[ 47.439974 , -2.194964]","-2.194964","47.439974","Non","Oui","Non","","Non","Non","32","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2014-06-03"
"Square Jean Moulin","441900001","Saint-Sébastien-sur-Loire","44190","44230","","","Rue Louis Pasteur","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-06-18"
"Complexe Sportif de la Cambronnaise Joseph Rivet","441900003","Saint-Sébastien-sur-Loire","44190","44230","","3","rue de la Croix Blanche","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","0","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2012-06-18"
"Stade Rene Masse","441900005","Saint-Sébastien-sur-Loire","44190","44230","","","Boulevard des Pas Enchantés","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","300","10","Complexe sportif","Non","Oui","Non","Non","Non","Non","8","8","2012-06-26"
"Complexe Sportif de la Marteliere","441900006","Saint-Sébastien-sur-Loire","44190","44230","","","Avenue de la Martellière","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","80","6","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2012-06-28"
"Salle de la Noe Cottee","441900007","Saint-Sébastien-sur-Loire","44190","44230","","","Rue de la Noë Cottée","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Sans logement de gardien","Non","100","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-28"
"Gymnase de la Profondine","441900009","Saint-Sébastien-sur-Loire","44190","44230","","","Rue de l'Allée Verte","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","40","3","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-06-28"
"Courts de Tennis de L'Ouche Catin","441900010","Saint-Sébastien-sur-Loire","44190","44230","","","Rue de l'Ouche Catin","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","3","1","2012-06-28"
"Complexe Sportif de L'Ouche Quinet","441900011","Saint-Sébastien-sur-Loire","44190","44230","","","Rue de l'Ouche Quinet","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","","Sans logement de gardien","Non","80","4","Complexe sportif","Non","Oui","Non","Non","Non","Non","5","5","2012-06-28"
"Stade de la Profondine","441900012","Saint-Sébastien-sur-Loire","44190","44230","","","Rue des Gripots","[ 47.206501 , -1.50366]","-1.50366","47.206501","Non","Oui","Non","16800","Non","Non","64","2","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-06-28"
